DepCode;age_group;Year;p_FIRESP
43;65-79;2017;0,001261034047919294
43;65-79;2020;0,000874125874125874
43;65-79;2022;0,001736111111111111
43;80+;2021;0,000805152979066023
43;80+;2022;0,000387747188832881
43;80+;2023;0,000920386562356190
43;80+;2024;0,000467508181393174
44;0-1;2018;0,000394944707740916
44;0-1;2020;0,000727802037845706
44;0-1;2021;0,000328299409061064
44;0-1;2024;0,000390930414386239
44;18-64;2018;0,000679809653297077
44;18-64;2021;0,000358166189111748
44;18-64;2022;0,000273298715496037
44;18-64;2023;0,000457875457875458
44;18-64;2024;0,000448833034111311
44;65-79;2022;0,000578703703703704
45;0-1;2021;0,000328299409061064
45;18-64;2016;0,002032520325203252
45;18-64;2020;0,000690607734806630
45;65-79;2017;0,001261034047919294
45;65-79;2023;0,000804505229283990
46;0-1;2021;0,000656598818122127
46;0-1;2022;0,000283929585462805
46;0-1;2024;0,000390930414386239
46;2-4;2017;0,002304147465437788
46;18-64;2017;0,000841042893187553
47;5-17;2022;0,001144164759725400
47;18-64;2017;0,000841042893187553
47;80+;2025;0,001250000000000000
48;18-64;2019;0,000829875518672199
48;65-79;2022;0,000578703703703704
49;0-1;2020;0,000727802037845706
49;0-1;2021;0,000328299409061064
49;2-4;2019;0,001715265866209262
49;18-64;2019;0,000829875518672199
49;18-64;2021;0,000358166189111748
49;18-64;2022;0,000273298715496037
49;65-79;2018;0,001206272617611580
49;65-79;2021;0,000976562500000000
49;65-79;2022;0,000578703703703704
49;80+;2022;0,000387747188832881
50;18-64;2018;0,000679809653297077
51;0-1;2019;0,000390930414386239
51;0-1;2023;0,000777000777000777
51;2-4;2019;0,001715265866209262
51;2-4;2021;0,002100840336134454
51;2-4;2022;0,001209189842805320
51;2-4;2023;0,001897533206831120
51;5-17;2019;0,002044989775051125
51;18-64;2022;0,000273298715496037
51;65-79;2022;0,000578703703703704
53;80+;2022;0,000387747188832881
54;0-1;2021;0,000328299409061064
54;0-1;2023;0,000388500388500389
54;0-1;2025;0,001245330012453300
54;18-64;2017;0,000841042893187553
54;18-64;2020;0,000345303867403315
54;18-64;2023;0,000457875457875458
54;80+;2025;0,001250000000000000
55;0-1;2023;0,000388500388500389
55;18-64;2019;0,000829875518672199
56;0-1;2021;0,000328299409061064
56;2-4;2020;0,001862197392923650
56;18-64;2018;0,000679809653297077
56;18-64;2020;0,000345303867403315
56;18-64;2022;0,000546597430992074
56;18-64;2023;0,000457875457875458
56;18-64;2025;0,001028806584362140
57;0-1;2024;0,000390930414386239
57;2-4;2022;0,001209189842805320
57;18-64;2020;0,000345303867403315
57;18-64;2021;0,000358166189111748
57;18-64;2022;0,000819896146488112
57;18-64;2023;0,000457875457875458
57;65-79;2023;0,000804505229283990
57;80+;2018;0,000751314800901578
58;0-1;2021;0,000328299409061064
58;18-64;2018;0,000679809653297077
58;18-64;2023;0,000457875457875458
58;65-79;2021;0,000976562500000000
58;80+;2019;0,000718390804597701
58;80+;2021;0,000805152979066023
58;80+;2023;0,000920386562356190
58;80+;2024;0,000467508181393174
59;0-1;2017;0,001374885426214482
59;0-1;2019;0,000390930414386239
59;0-1;2021;0,000328299409061064
59;0-1;2022;0,000283929585462805
59;0-1;2023;0,000388500388500389
59;0-1;2025;0,001245330012453300
59;2-4;2018;0,001557632398753894
59;2-4;2021;0,002100840336134454
59;2-4;2022;0,001209189842805320
59;5-17;2018;0,002061855670103093
59;5-17;2024;0,001132502831257078
59;18-64;2016;0,002032520325203252
59;18-64;2019;0,000829875518672199
59;18-64;2020;0,000345303867403315
59;18-64;2022;0,001366493577480186
59;18-64;2023;0,000457875457875458
59;18-64;2024;0,001346499102333932
59;65-79;2018;0,001206272617611580
59;65-79;2024;0,000792393026941363
59;65-79;2025;0,002493765586034913
59;80+;2023;0,000460193281178095
60;18-64;2021;0,000716332378223496
60;18-64;2022;0,000546597430992074
61;18-64;2020;0,000345303867403315
61;18-64;2022;0,000273298715496037
61;65-79;2025;0,002493765586034913
61;80+;2023;0,000460193281178095
62;0-1;2017;0,000458295142071494
62;0-1;2019;0,000390930414386239
62;0-1;2022;0,000283929585462805
62;18-64;2018;0,000679809653297077
62;65-79;2017;0,001261034047919294
63;0-1;2016;0,002583979328165375
63;0-1;2018;0,000394944707740916
63;0-1;2019;0,000390930414386239
63;0-1;2021;0,000328299409061064
63;0-1;2022;0,000283929585462805
63;0-1;2023;0,000388500388500389
63;2-4;2017;0,002304147465437788
63;2-4;2018;0,001557632398753894
63;2-4;2020;0,001862197392923650
63;2-4;2023;0,001897533206831120
63;2-4;2025;0,003846153846153846
63;5-17;2020;0,001522070015220700
63;5-17;2021;0,003937007874015748
63;5-17;2024;0,001132502831257078
63;18-64;2017;0,000841042893187553
63;18-64;2018;0,000679809653297077
63;18-64;2019;0,000829875518672199
63;18-64;2020;0,000690607734806630
63;18-64;2021;0,000716332378223496
63;18-64;2022;0,001093194861984149
63;18-64;2023;0,000915750915750916
63;18-64;2024;0,000448833034111311
63;65-79;2018;0,001206272617611580
63;65-79;2019;0,001283697047496791
63;65-79;2020;0,000874125874125874
63;65-79;2021;0,001953125000000000
63;65-79;2022;0,001736111111111111
63;65-79;2024;0,001584786053882726
63;80+;2019;0,000718390804597701
63;80+;2020;0,000573065902578797
63;80+;2024;0,000935016362786349
64;0-1;2018;0,000394944707740916
64;0-1;2019;0,000390930414386239
64;0-1;2020;0,000727802037845706
64;0-1;2022;0,000283929585462805
64;5-17;2024;0,001132502831257078
64;18-64;2017;0,000841042893187553
64;18-64;2024;0,000448833034111311
64;80+;2023;0,000460193281178095
65;5-17;2017;0,003731343283582089
65;18-64;2017;0,000841042893187553
65;80+;2019;0,000718390804597701
66;0-1;2018;0,000394944707740916
66;0-1;2019;0,000390930414386239
66;0-1;2020;0,000727802037845706
66;0-1;2021;0,000656598818122127
66;0-1;2023;0,000388500388500389
66;0-1;2025;0,001245330012453300
66;5-17;2016;0,005405405405405406
66;18-64;2022;0,000273298715496037
66;18-64;2023;0,000457875457875458
66;65-79;2023;0,000804505229283990
66;80+;2021;0,000805152979066023
67;0-1;2019;0,000781860828772478
67;0-1;2020;0,000727802037845706
67;0-1;2022;0,000567859170925610
67;0-1;2024;0,000390930414386239
67;2-4;2017;0,002304147465437788
67;5-17;2017;0,007462686567164179
67;5-17;2022;0,001144164759725400
67;18-64;2017;0,000841042893187553
67;18-64;2018;0,000679809653297077
67;18-64;2019;0,000829875518672199
67;18-64;2020;0,000345303867403315
67;18-64;2021;0,000358166189111748
67;18-64;2022;0,000273298715496037
67;65-79;2016;0,003448275862068965
67;65-79;2023;0,000804505229283990
68;2-4;2023;0,001897533206831120
68;18-64;2020;0,000345303867403315
68;65-79;2019;0,001283697047496791
68;65-79;2023;0,000804505229283990
69;0-1;2016;0,859603789836347998
69;0-1;2017;0,870760769935838730
69;0-1;2018;0,877962085308056861
69;0-1;2019;0,868256450351837405
69;0-1;2020;0,867540029112081501
69;0-1;2021;0,881483913328956037
69;0-1;2022;0,874787052810902854
69;0-1;2023;0,872571872571872520
69;0-1;2024;0,874120406567631014
69;0-1;2025;0,879202988792029849
69;2-4;2016;0,888888888888888840
